,Subway Entrance,Subway Entrance Latitude,Subway Entrance Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
3170,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Lotus Nails and Spa,40.74354021569653,-73.91951214632697,Spa
3171,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Bar 43,40.74495916106422,-73.92126321423993,Sports Bar
3172,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Paris Baguette,40.742535689872454,-73.91887849700034,Bakery
3173,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Go Natural Health Food,40.74388833369227,-73.91978774148618,Health Food Store
3174,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,La Hoguera Paisa,40.743614718142844,-73.92385086044575,Latin American Restaurant
3175,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Nita's European Bakery,40.73968122217404,-73.92476940874033,Bakery
3176,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Verdecchio,40.74412171762285,-73.92535366786534,Pizza Place
3177,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Fish House,40.740322041131535,-73.92314173140358,Seafood Restaurant
3178,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Don Pollo II,40.740049127070606,-73.92376298045315,Peruvian Restaurant
3179,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Arriba Arriba,40.743944128668446,-73.92358870777154,Mexican Restaurant
3180,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,El Vagabundo,40.74356395510963,-73.92370557138452,Food Truck
3181,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,McGuiness's Bar,40.743356531167535,-73.91964702826894,Bar
3182,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Marabella's Pizza,40.74017373127598,-73.92391877458819,Pizza Place
3183,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,"Thomas P. Noonan, Jr. Playground",40.74105257409956,-73.92221292964575,Park
3184,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Firefly,40.744984,-73.918893,Bistro
3185,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Riko,40.74230184052353,-73.91888718829112,Peruvian Restaurant
3186,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Thai Diva Cuisine,40.74145191465704,-73.91904537430251,Thai Restaurant
3187,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Tangra Fusion,40.744235943684586,-73.92497559549653,Chinese Restaurant
3188,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Oki Japanese Restaurant,40.743311795775135,-73.91904142185976,Japanese Restaurant
3189,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Fresh n' Save,40.74280944997657,-73.91865120240696,Grocery Store
3190,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Dumplings & Things,40.74239519326835,-73.91884509186804,Asian Restaurant
3191,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,New York Sports Club,40.744562509569526,-73.92568834502526,Gym
3192,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Rite Aid,40.7421195,-73.918783,Pharmacy
3193,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Sidetracks,40.74304853849857,-73.91920962599258,Cocktail Bar
3194,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Alpha Donuts,40.743078651255026,-73.91898104237652,Donut Shop
3195,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Parrot Coffee Grocery,40.74336100049335,-73.91881139535566,Deli / Bodega
3196,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Oasis Pizza & Gyro,40.74354675388641,-73.9243298302878,Pizza Place
3197,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,El Buen Sabor,40.74399206130697,-73.91906286881425,Coffee Shop
3198,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,La Pollera Colorada,40.740246916058155,-73.92341896737977,South American Restaurant
3199,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Sunnyside Arch,40.74383034531059,-73.91973585873666,Sculpture Garden
3200,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Met Food Sunnyside,40.745190041014645,-73.91989298683805,Grocery Store
3201,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Bliss 46 Bistro,40.74357871442717,-73.9187284691017,French Restaurant
3202,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Romanian Garden,40.74515473535058,-73.92079312766995,Romanian Restaurant
3203,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Wespawpets,40.7436583442741,-73.92027106947049,Pet Store
3204,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,CTown Supermarkets,40.740450403441145,-73.92322396150702,Grocery Store
3205,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Thalia Spanish Theater,40.740208,-73.923517,Theater
3206,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Jack's Ale House,40.74709162440831,-73.92374198032911,Sports Bar
3207,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Deals,40.74418420205419,-73.92580780894133,Discount Store
3208,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Lou Lodati Playground,40.747159192461886,-73.92229904390388,Playground
3209,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,McDonald's,40.74349150193048,-73.92686247825628,Fast Food Restaurant
3210,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Starbucks,40.7434386661004,-73.91833037137985,Coffee Shop
3211,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Sunnyside Fresh Taco,40.740704898921116,-73.92247156667575,Taco Place
3212,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Coffee Tossy,40.740498,-73.92258,Coffee Shop
3213,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Enterprise Rent-A-Car,40.744690457560715,-73.9283175766468,Rental Car Location
3214,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Limoncito con Ron,40.74413950634663,-73.92479921120155,Bar
3215,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Subway Sandwiches,40.744802,-73.929099,Sandwich Place
3216,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Dazie's Restaurant,40.744025157779205,-73.92460868195631,Italian Restaurant
3217,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Ten Full Chinese,40.74000627173716,-73.9250860394811,Chinese Restaurant
3218,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Lou Lodati Park - Dog Run,40.74729049955453,-73.92167042179965,Dog Run
3219,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Harmony Terrace,40.740425801711005,-73.92391770816543,Romanian Restaurant
3220,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,China Garden,40.74196662199372,-73.9257191253221,Chinese Restaurant
3221,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Mario's Restautant,40.74140215468407,-73.92177087585327,Italian Restaurant
3222,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Mi Nuevo Rancho,40.74125571397621,-73.92119918171072,Mexican Restaurant
3223,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Dragon Puffz Hookah Lounge,40.744245,-73.925569,Hookah Bar
3224,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Great Dragon,40.744085173110854,-73.92526135114461,Chinese Restaurant
3225,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,LAUNDROMAT,40.74184,-73.92587,Laundromat
3226,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Cooldown Juice,40.741810021202355,-73.92622581352087,Juice Bar
3227,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Senso Unico,40.741338,-73.92173,Italian Restaurant
3228,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Papa John's Pizza,40.7395438868585,-73.92464733880382,Pizza Place
3229,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,iloveparaguay,40.74116344913129,-73.92147922716175,South American Restaurant
3230,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,I LOVE PY. Bakery Cafe,40.741189857898675,-73.92140919472973,Bakery
3231,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,New York Custom Interior Millwork,40.74518,-73.92808,Furniture / Home Store
3232,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Jacks Fire Dept,40.74702019937698,-73.92375723954706,Bar
3233,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Taco Today,40.740538,-73.92252,Taco Place
3234,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Orchard Farmers Market,40.740742365991146,-73.9219083619967,Farm
3235,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Cypriana,40.742135244809745,-73.92836221182026,Diner
3236,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Van Vliet,40.74716690618854,-73.92591580827944,Flower Shop
3237,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Ha Laundromat,40.73998021736207,-73.92525876391471,Laundromat
3238,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Skillman Park,40.7471370511983,-73.92179383971141,Athletics & Sports
3239,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Jay Maharaj Grocery,40.7402156286658,-73.92655858011143,Deli / Bodega
3240,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Torsney Playground,40.74701852944006,-73.9211278867239,Park
3241,40th St & Queens Blvd at SE corner,40.74371000112609,-73.92416100027046,Yoseka Stationery,40.739629,-73.924264,Stationery Store
3242,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Sunnyside Pizza,40.743909065444484,-73.92405483919823,Pizza Place
3243,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,SoleLuna,40.7440962823303,-73.92412726169988,Italian Restaurant
3244,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Lowery Liquor & Wine Co,40.743673063519815,-73.92384048264886,Liquor Store
3245,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Baruir's Coffee Store,40.74387879879115,-73.9240077997006,Coffee Shop
3246,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Takesushi,40.74409055369966,-73.92235338862658,Sushi Restaurant
3247,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,The Butcher Block,40.74419701173932,-73.9233575253592,Grocery Store
3248,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Ariyoshi Japanese Restaurant,40.74391412155101,-73.92296947797091,Japanese Restaurant
3249,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Pete's Grill,40.74369686270076,-73.92575405150966,Diner
3250,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Maggie Mae's Bar,40.7439736943093,-73.92288594097063,Bar
3251,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Brookside Market,40.74355150605385,-73.92073322412378,Coffee Shop
3252,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Souk El Shater,40.74360543442258,-73.92125264644532,Middle Eastern Restaurant
3253,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Turkish Grill,40.74365685946412,-73.92219657184725,Turkish Restaurant
3254,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Karma Nails & Spa,40.74367180371735,-73.92202011556908,Nail Salon
3255,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Sotto Le Stelle,40.74342434001502,-73.92016520467037,Pizza Place
3256,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,The Lowery Bar & Kitchen,40.74513785566644,-73.92103557866984,Gastropub
3257,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Dollar Tree,40.74418698514606,-73.9258845070036,Discount Store
3258,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,The Courtyard Ale House,40.74365359176295,-73.92365419546228,Pub
3259,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Brothers Cafe,40.745587833636655,-73.92394252308497,Diner
3260,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Ida's Nearabout,40.74378534880446,-73.92083270928791,Bar
3261,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,I Love Paraguay,40.741087267057395,-73.92149020353071,South American Restaurant
3262,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Sunnyside Farmers' Market,40.7470331793061,-73.92159837852411,Farmers Market
3263,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Doma,40.7441709860382,-73.92319233354881,Korean Restaurant
3264,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Taiyo Foods Japanese Grocery Store,40.74312936784708,-73.92068404879855,Market
3265,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Golden Wok,40.745251205698786,-73.92144996734304,Chinese Restaurant
3266,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Natural Tofu,40.743549198661164,-73.92413095816286,Korean Restaurant
3267,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Dave's Bagels & Grill,40.74321489149383,-73.92084153510245,Bagel Shop
3268,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,La Vienesa Bakery,40.743815639239465,-73.92460411393647,Bakery
3269,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Bar 43,40.74495916106422,-73.92126321423993,Sports Bar
3270,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Lotus Nails and Spa,40.74354021569653,-73.91951214632697,Spa
3271,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Go Natural Health Food,40.74388833369227,-73.91978774148618,Health Food Store
3272,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Paris Baguette,40.742535689872454,-73.91887849700034,Bakery
3273,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,La Hoguera Paisa,40.743614718142844,-73.92385086044575,Latin American Restaurant
3274,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Verdecchio,40.74412171762285,-73.92535366786534,Pizza Place
3275,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Nita's European Bakery,40.73968122217404,-73.92476940874033,Bakery
3276,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Fish House,40.740322041131535,-73.92314173140358,Seafood Restaurant
3277,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Don Pollo II,40.740049127070606,-73.92376298045315,Peruvian Restaurant
3278,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Arriba Arriba,40.743944128668446,-73.92358870777154,Mexican Restaurant
3279,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,El Vagabundo,40.74356395510963,-73.92370557138452,Food Truck
3280,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,McGuiness's Bar,40.743356531167535,-73.91964702826894,Bar
3281,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Firefly,40.744984,-73.918893,Bistro
3282,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Riko,40.74230184052353,-73.91888718829112,Peruvian Restaurant
3283,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Marabella's Pizza,40.74017373127598,-73.92391877458819,Pizza Place
3284,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,"Thomas P. Noonan, Jr. Playground",40.74105257409956,-73.92221292964575,Park
3285,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Tangra Fusion,40.744235943684586,-73.92497559549653,Chinese Restaurant
3286,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Oki Japanese Restaurant,40.743311795775135,-73.91904142185976,Japanese Restaurant
3287,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Fresh n' Save,40.74280944997657,-73.91865120240696,Grocery Store
3288,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Dumplings & Things,40.74239519326835,-73.91884509186804,Asian Restaurant
3289,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,New York Sports Club,40.744562509569526,-73.92568834502526,Gym
3290,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Rite Aid,40.7421195,-73.918783,Pharmacy
3291,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Sidetracks,40.74304853849857,-73.91920962599258,Cocktail Bar
3292,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Alpha Donuts,40.743078651255026,-73.91898104237652,Donut Shop
3293,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Parrot Coffee Grocery,40.74336100049335,-73.91881139535566,Deli / Bodega
3294,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,El Buen Sabor,40.74399206130697,-73.91906286881425,Coffee Shop
3295,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Oasis Pizza & Gyro,40.74354675388641,-73.9243298302878,Pizza Place
3296,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Sunnyside Arch,40.74383034531059,-73.91973585873666,Sculpture Garden
3297,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Met Food Sunnyside,40.745190041014645,-73.91989298683805,Grocery Store
3298,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,La Pollera Colorada,40.740246916058155,-73.92341896737977,South American Restaurant
3299,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Bliss 46 Bistro,40.74357871442717,-73.9187284691017,French Restaurant
3300,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Romanian Garden,40.74515473535058,-73.92079312766995,Romanian Restaurant
3301,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Wespawpets,40.7436583442741,-73.92027106947049,Pet Store
3302,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Jack's Ale House,40.74709162440831,-73.92374198032911,Sports Bar
3303,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,CTown Supermarkets,40.740450403441145,-73.92322396150702,Grocery Store
3304,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Thalia Spanish Theater,40.740208,-73.923517,Theater
3305,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Deals,40.74418420205419,-73.92580780894133,Discount Store
3306,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Lou Lodati Playground,40.747159192461886,-73.92229904390388,Playground
3307,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Starbucks,40.7434386661004,-73.91833037137985,Coffee Shop
3308,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,McDonald's,40.74349150193048,-73.92686247825628,Fast Food Restaurant
3309,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Sunnyside Fresh Taco,40.740704898921116,-73.92247156667575,Taco Place
3310,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Coffee Tossy,40.740498,-73.92258,Coffee Shop
3311,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Enterprise Rent-A-Car,40.744690457560715,-73.9283175766468,Rental Car Location
3312,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Limoncito con Ron,40.74413950634663,-73.92479921120155,Bar
3313,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Subway Sandwiches,40.744802,-73.929099,Sandwich Place
3314,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Dazie's Restaurant,40.744025157779205,-73.92460868195631,Italian Restaurant
3315,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Lou Lodati Park - Dog Run,40.74729049955453,-73.92167042179965,Dog Run
3316,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Ten Full Chinese,40.74000627173716,-73.9250860394811,Chinese Restaurant
3317,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Harmony Terrace,40.740425801711005,-73.92391770816543,Romanian Restaurant
3318,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,China Garden,40.74196662199372,-73.9257191253221,Chinese Restaurant
3319,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Mario's Restautant,40.74140215468407,-73.92177087585327,Italian Restaurant
3320,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Mi Nuevo Rancho,40.74125571397621,-73.92119918171072,Mexican Restaurant
3321,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Dragon Puffz Hookah Lounge,40.744245,-73.925569,Hookah Bar
3322,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Great Dragon,40.744085173110854,-73.92526135114461,Chinese Restaurant
3323,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,LAUNDROMAT,40.74184,-73.92587,Laundromat
3324,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Cooldown Juice,40.741810021202355,-73.92622581352087,Juice Bar
3325,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Senso Unico,40.741338,-73.92173,Italian Restaurant
3326,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Jacks Fire Dept,40.74702019937698,-73.92375723954706,Bar
3327,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Papa John's Pizza,40.7395438868585,-73.92464733880382,Pizza Place
3328,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,New York Custom Interior Millwork,40.74518,-73.92808,Furniture / Home Store
3329,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,iloveparaguay,40.74116344913129,-73.92147922716175,South American Restaurant
3330,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,I LOVE PY. Bakery Cafe,40.741189857898675,-73.92140919472973,Bakery
3331,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Taco Today,40.740538,-73.92252,Taco Place
3332,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Orchard Farmers Market,40.740742365991146,-73.9219083619967,Farm
3333,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Van Vliet,40.74716690618854,-73.92591580827944,Flower Shop
3334,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Cypriana,40.742135244809745,-73.92836221182026,Diner
3335,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Skillman Park,40.7471370511983,-73.92179383971141,Athletics & Sports
3336,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Torsney Playground,40.74701852944006,-73.9211278867239,Park
3337,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Ha Laundromat,40.73998021736207,-73.92525876391471,Laundromat
3338,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Jay Maharaj Grocery,40.7402156286658,-73.92655858011143,Deli / Bodega
3339,40th St & Queens Blvd at NE corner,40.74388200082643,-73.92411200014045,Yoseka Stationery,40.739629,-73.924264,Stationery Store
3340,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Sunnyside Pizza,40.743909065444484,-73.92405483919823,Pizza Place
3341,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,SoleLuna,40.7440962823303,-73.92412726169988,Italian Restaurant
3342,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Lowery Liquor & Wine Co,40.743673063519815,-73.92384048264886,Liquor Store
3343,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Baruir's Coffee Store,40.74387879879115,-73.9240077997006,Coffee Shop
3344,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Takesushi,40.74409055369966,-73.92235338862658,Sushi Restaurant
3345,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,The Butcher Block,40.74419701173932,-73.9233575253592,Grocery Store
3346,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Ariyoshi Japanese Restaurant,40.74391412155101,-73.92296947797091,Japanese Restaurant
3347,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Pete's Grill,40.74369686270076,-73.92575405150966,Diner
3348,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Maggie Mae's Bar,40.7439736943093,-73.92288594097063,Bar
3349,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Turkish Grill,40.74365685946412,-73.92219657184725,Turkish Restaurant
3350,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Karma Nails & Spa,40.74367180371735,-73.92202011556908,Nail Salon
3351,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Brookside Market,40.74355150605385,-73.92073322412378,Coffee Shop
3352,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Souk El Shater,40.74360543442258,-73.92125264644532,Middle Eastern Restaurant
3353,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Sotto Le Stelle,40.74342434001502,-73.92016520467037,Pizza Place
3354,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Dollar Tree,40.74418698514606,-73.9258845070036,Discount Store
3355,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,The Courtyard Ale House,40.74365359176295,-73.92365419546228,Pub
3356,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,The Lowery Bar & Kitchen,40.74513785566644,-73.92103557866984,Gastropub
3357,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Brothers Cafe,40.745587833636655,-73.92394252308497,Diner
3358,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,I Love Paraguay,40.741087267057395,-73.92149020353071,South American Restaurant
3359,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Ida's Nearabout,40.74378534880446,-73.92083270928791,Bar
3360,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Doma,40.7441709860382,-73.92319233354881,Korean Restaurant
3361,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Sunnyside Farmers' Market,40.7470331793061,-73.92159837852411,Farmers Market
3362,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Natural Tofu,40.743549198661164,-73.92413095816286,Korean Restaurant
3363,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Taiyo Foods Japanese Grocery Store,40.74312936784708,-73.92068404879855,Market
3364,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,La Vienesa Bakery,40.743815639239465,-73.92460411393647,Bakery
3365,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Golden Wok,40.745251205698786,-73.92144996734304,Chinese Restaurant
3366,40th St & Queens Blvd at SW corner,40.74374300100013,-73.92441700024656,Dave's Bagels & Grill,40.74321489149383,-73.92084153510245,Bagel Shop
